date_sign_up,customer_id,product_name,marketing_channel,City
4/17/18 11:21,223693,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/17/18 12:05,223758,3 Meals (vegetarian) for 2 people,Partnership Marketing,San Diego
4/17/18 12:34,223786,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/17/18 12:44,223814,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/17/18 12:49,223824,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 13:05,223825,Classic - 3 meals per week for 4 people,Partnership Marketing,San Diego
4/17/18 13:05,223846,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 13:04,223847,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 13:22,223865,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/17/18 13:36,223871,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/17/18 13:25,223874,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/17/18 13:33,223891,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/17/18 14:27,223948,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/17/18 14:39,223961,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/17/18 14:43,223970,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 15:19,223993,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/17/18 15:40,224004,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 15:58,224034,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/17/18 16:03,224040,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 16:26,224067,Classic - 3 meals per week for 4 people,Partnership Marketing,San Diego
4/17/18 16:31,224073,Classic - 3 meals per week for 4 people,Search Engine Marketing,San Diego
4/17/18 17:04,224107,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 17:08,224112,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/17/18 17:20,224120,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 17:51,224138,3 Meals (vegetarian) for 2 people,Partnership Marketing,San Diego
4/17/18 17:48,224141,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/17/18 17:52,224146,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 18:07,224158,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/17/18 18:15,224166,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/17/18 18:42,224189,Classic - 3 meals per week for 4 people,Partnership Marketing,San Diego
4/17/18 19:20,224213,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/17/18 19:17,224216,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 19:46,224238,3 Meals (vegetarian) for 2 people,Partnership Marketing,San Diego
4/17/18 19:52,224242,3 Meals (vegetarian) for 2 people,Newsletters (internal),San Diego
4/17/18 20:01,224250,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/17/18 20:03,224253,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 20:16,224254,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/17/18 20:06,224256,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/18 21:43,224301,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/17/18 21:42,224302,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,San Diego
4/18/18 10:26,224308,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 05:10,224378,3 Meals (vegetarian) for 4 people,Search Engine Marketing,San Diego
4/18/18 06:05,224409,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/18/18 07:13,224450,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/18/18 07:26,224468,Classic - 3 meals per week for 4 people,TV / Radio Advertising,San Diego
4/18/18 08:11,224513,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 08:14,224515,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 08:27,224529,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 08:24,224532,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 08:48,224540,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 08:33,224551,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,San Diego
4/18/18 08:43,224562,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/18/18 08:44,224564,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 08:44,224567,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 13:24,224579,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 08:58,224589,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/18/18 09:10,224600,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/18/18 09:09,224601,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/18/18 09:18,224609,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 09:22,224615,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 09:26,224616,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 09:24,224617,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 09:34,224620,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 09:33,224626,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 09:37,224634,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 09:45,224642,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 09:44,224643,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 09:50,224649,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/18/18 09:55,224651,3 Meals (vegetarian) for 2 people,Newsletters (internal),San Diego
4/18/18 10:03,224658,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 10:17,224678,Classic - 3 meals per week for 4 people,TV / Radio Advertising,San Diego
4/18/18 10:25,224683,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 10:31,224686,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/18/18 10:48,224710,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/18/18 10:53,224712,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 11:01,224717,3 Meals (vegetarian) for 2 people,Newsletters (internal),San Diego
4/18/18 11:10,224720,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/18/18 11:12,224726,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 11:42,224768,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 12:05,224792,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 12:06,224796,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 12:27,224818,Classic - 3 meals per week for 4 people,TV / Radio Advertising,San Diego
4/18/18 12:45,224839,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/18/18 12:52,224848,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 12:59,224856,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/18/18 13:23,224880,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 13:23,224883,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 13:44,224913,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/18/18 14:03,224933,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 14:21,224960,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/18/18 17:45,224979,3 Meals (vegetarian) for 2 people,Newsletters (internal),Miami
4/18/18 15:10,225011,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/18/18 15:09,225013,Classic - 3 meals per week for 2 people,Search Engine Marketing,Miami
4/18/18 15:14,225018,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 15:50,225024,Classic - 3 meals per week for 2 people,Partnership Marketing,Miami
4/18/18 15:22,225028,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/18/18 15:26,225034,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/18/18 15:36,225041,3 Meals (vegetarian) for 4 people,Partnership Marketing,Miami
4/18/18 16:11,225061,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 16:00,225063,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/18/18 16:06,225068,Classic - 3 meals per week for 4 people,Newsletters (internal),Miami
4/18/18 16:24,225083,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/18/18 16:25,225085,3 Meals (vegetarian) for 2 people,Newsletters (internal),Miami
4/18/18 16:33,225092,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 17:04,225125,Classic - 3 meals per week for 2 people,Search Engine Marketing,Miami
4/18/18 17:17,225132,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 17:27,225145,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/18/18 17:28,225148,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 17:46,225159,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/18/18 17:46,225163,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/18/18 17:57,225176,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/18/18 18:22,225196,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 18:32,225216,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 18:29,225217,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 18:36,225222,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Miami
4/18/18 18:43,225226,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/18/18 19:01,225239,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/18/18 19:09,225246,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 20:47,225311,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/18/18 20:54,225316,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 20:59,225323,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 21:08,225332,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/18/18 22:36,225362,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/18/18 22:37,225363,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/18/18 23:18,225368,Classic - 3 meals per week for 4 people,Partnership Marketing,Miami
4/19/18 04:27,225395,Classic - 3 meals per week for 4 people,Newsletters (internal),Miami
4/19/18 05:16,225409,3 Meals (vegetarian) for 2 people,Partnership Marketing,Miami
4/19/18 06:47,225471,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 06:43,225480,Classic - 3 meals per week for 2 people,Search Engine Marketing,Miami
4/19/18 07:34,225533,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 07:52,225549,3 Meals (vegetarian) for 4 people,TV / Radio Advertising,Miami
4/19/18 07:52,225552,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Miami
4/19/18 08:03,225563,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 08:06,225570,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 08:13,225578,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 08:15,225583,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 08:21,225596,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 08:24,225605,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 08:42,225622,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 08:38,225627,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 18:15,225671,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 09:29,225674,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/19/18 09:13,225677,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 09:21,225687,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 09:24,225691,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/19/18 09:36,225706,3 Meals (vegetarian) for 2 people,Newsletters (internal),Miami
4/19/18 10:10,225740,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 10:23,225745,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Miami
4/19/18 10:26,225764,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 10:36,225771,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 10:40,225778,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 10:54,225798,Classic - 3 meals per week for 2 people,Partnership Marketing,Miami
4/19/18 10:58,225800,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/19/18 11:06,225812,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/19/18 11:07,225813,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 11:08,225816,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 11:44,225822,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Miami
4/19/18 11:23,225835,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 11:43,225852,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 11:53,225880,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 11:59,225884,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 12:18,225899,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 12:13,225904,Classic - 3 meals per week for 4 people,Newsletters (internal),Miami
4/19/18 12:15,225906,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 12:15,225910,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 12:20,225919,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 12:22,225927,Classic - 3 meals per week for 2 people,Partnership Marketing,Miami
4/19/18 12:23,225931,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/19/18 12:29,225940,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/19/18 12:42,225961,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 12:55,225968,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 12:52,225972,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 13:09,225982,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 13:03,225989,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 13:12,225999,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 13:11,226002,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Miami
4/19/18 13:14,226009,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 13:21,226020,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 13:21,226022,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 13:22,226024,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 13:29,226026,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 13:39,226047,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 13:42,226052,Classic - 3 meals per week for 2 people,Search Engine Marketing,Miami
4/19/18 13:43,226055,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 13:46,226059,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 14:00,226080,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 14:03,226081,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Miami
4/19/18 14:04,226087,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 14:12,226102,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Miami
4/19/18 14:28,226121,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 14:35,226128,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 14:32,226131,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 14:33,226132,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 14:36,226137,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 14:36,226138,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 14:37,226140,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/19/18 14:39,226147,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 14:49,226160,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 15:00,226171,Classic - 3 meals per week for 2 people,Partnership Marketing,Miami
4/19/18 15:04,226178,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 15:07,226183,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 15:15,226202,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 15:25,226213,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 15:26,226215,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 15:36,226225,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 15:37,226230,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 15:38,226232,Classic - 3 meals per week for 4 people,Newsletters (internal),Miami
4/19/18 15:42,226236,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 16:00,226259,Classic - 3 meals per week for 2 people,Search Engine Marketing,Miami
4/19/18 16:01,226261,Classic - 3 meals per week for 4 people,Partnership Marketing,Miami
4/19/18 16:30,226298,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 16:34,226301,3 Meals (vegetarian) for 2 people,Newsletters (internal),Miami
4/19/18 16:43,226315,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 16:56,226330,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 17:07,226331,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 17:03,226341,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 17:15,226348,3 Meals (vegetarian) for 2 people,Newsletters (internal),Miami
4/19/18 17:09,226352,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 17:25,226372,3 Meals (vegetarian) for 2 people,Partnership Marketing,Miami
4/19/18 17:29,226384,Classic - 3 meals per week for 4 people,Partnership Marketing,Miami
4/19/18 17:31,226387,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 17:40,226397,Classic - 3 meals per week for 4 people,Search Engine Marketing,Miami
4/19/18 17:40,226400,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 17:48,226408,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 17:51,226414,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 18:13,226423,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 18:14,226427,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 17:57,226428,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 18:04,226437,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 18:08,226445,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 18:26,226475,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 18:28,226477,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Miami
4/19/18 18:33,226487,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 18:35,226489,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 18:44,226505,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 18:45,226510,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 18:55,226525,Classic - 3 meals per week for 4 people,Newsletters (internal),Miami
4/19/18 19:07,226539,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 19:25,226544,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 19:30,226562,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 19:41,226575,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 19:56,226594,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 19:56,226594,Classic - 3 meals per week for 4 people,Newsletters (internal),Miami
4/19/18 20:04,226601,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 20:48,226627,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Miami
4/19/18 20:54,226642,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 21:40,226656,Classic - 3 meals per week for 2 people,Newsletters (internal),Miami
4/19/18 21:35,226658,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 22:14,226671,Classic - 3 meals per week for 4 people,Partnership Marketing,Miami
4/19/18 22:33,226678,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Miami
4/19/18 22:54,226683,Classic - 3 meals per week for 2 people,Partnership Marketing,Miami
4/19/18 23:54,226697,Classic - 3 meals per week for 2 people,Partnership Marketing,Miami
